,deposit,stock,label,PREDICT
1453,1530000000,41000000,normal,normal
1454,1960000000,74000000,vip,vip
1455,1650000000,57000000,diamond,diamond
1456,1890000000,68000000,vip,vip
1457,1320000000,78000000,diamond,diamond
1458,1620000000,66000000,diamond,diamond
1459,1500000000,78000000,diamond,diamond
1460,1260000000,67000000,normal,normal
1461,1730000000,42000000,diamond,diamond
1462,1890000000,75000000,vip,vip
1463,1940000000,45000000,diamond,diamond
1464,1950000000,77000000,vip,vip
1465,1950000000,41000000,diamond,diamond
1466,1280000000,57000000,normal,normal
1467,1790000000,79000000,vip,vip
1468,1720000000,57000000,diamond,diamond
1469,1780000000,36000000,diamond,diamond
1470,1830000000,54000000,diamond,diamond
1471,1380000000,56000000,normal,normal
1472,1210000000,63000000,normal,normal
1473,1880000000,64000000,vip,vip
1474,1500000000,58000000,diamond,diamond
1475,1990000000,48000000,diamond,diamond
1476,1870000000,77000000,vip,vip
1477,1920000000,59000000,vip,diamond
1478,1970000000,44000000,diamond,diamond
1479,1360000000,40000000,normal,normal
1480,1970000000,67000000,vip,vip
1481,1360000000,64000000,normal,normal
1482,1370000000,69000000,diamond,diamond
1483,1380000000,65000000,diamond,diamond
1484,1910000000,64000000,vip,vip
1485,1620000000,39000000,diamond,diamond
1486,1510000000,39000000,normal,normal
1487,1820000000,69000000,vip,vip
1488,1390000000,49000000,normal,normal
1489,1950000000,63000000,vip,vip
1490,1690000000,61000000,diamond,diamond
1491,1680000000,54000000,diamond,diamond
1492,1910000000,42000000,diamond,diamond
1493,1950000000,45000000,diamond,diamond
1494,1290000000,73000000,diamond,diamond
1495,1900000000,49000000,diamond,diamond
1496,1730000000,70000000,diamond,diamond
1497,1270000000,78000000,diamond,diamond
1498,1480000000,38000000,normal,normal
1499,1660000000,35000000,diamond,diamond
1500,1260000000,68000000,normal,normal
1501,1550000000,41000000,normal,normal
1502,1580000000,41000000,normal,normal
1503,1860000000,67000000,vip,vip
1504,1380000000,76000000,diamond,diamond
1505,1210000000,74000000,normal,normal
1506,1610000000,42000000,diamond,diamond
1507,1620000000,59000000,diamond,diamond
1508,1770000000,47000000,diamond,diamond
1509,1280000000,44000000,normal,normal
1510,1550000000,48000000,diamond,diamond
1511,1970000000,44000000,diamond,diamond
1512,1240000000,50000000,normal,diamond
1513,1540000000,42000000,normal,normal
1514,1910000000,44000000,diamond,diamond
1515,1270000000,74000000,diamond,diamond
1516,1390000000,75000000,diamond,diamond
1517,1230000000,66000000,normal,normal
1518,1850000000,49000000,diamond,diamond
1519,1890000000,61000000,diamond,diamond
1520,1730000000,51000000,diamond,diamond
1521,2000000000,40000000,diamond,diamond
1522,1210000000,61000000,normal,normal
1523,1940000000,64000000,vip,vip
1524,1660000000,63000000,diamond,diamond
1525,1760000000,45000000,diamond,diamond
1526,1300000000,54000000,normal,normal
1527,1800000000,57000000,diamond,diamond
1528,1660000000,73000000,diamond,diamond
1529,1870000000,57000000,diamond,diamond
1530,1300000000,80000000,diamond,diamond
1531,1490000000,56000000,diamond,diamond
1532,1720000000,51000000,diamond,diamond
1533,1960000000,41000000,diamond,diamond
1534,1790000000,35000000,diamond,diamond
1535,1840000000,64000000,diamond,diamond
1536,1260000000,76000000,diamond,diamond
1537,1270000000,78000000,diamond,diamond
1538,1780000000,77000000,vip,vip
1539,1200000000,60000000,normal,normal
1540,1490000000,79000000,diamond,diamond
1541,1460000000,76000000,diamond,diamond
1542,1940000000,39000000,diamond,diamond
1543,1740000000,48000000,diamond,diamond
1544,1800000000,75000000,vip,vip
1545,1490000000,35000000,normal,normal
1546,1770000000,49000000,diamond,diamond
1547,1210000000,59000000,normal,normal
1548,1540000000,73000000,diamond,diamond
1549,1900000000,80000000,vip,vip
1550,1710000000,71000000,diamond,diamond
1551,1710000000,78000000,diamond,diamond
1552,1860000000,59000000,diamond,diamond
1553,1300000000,56000000,normal,normal
1554,1550000000,67000000,diamond,diamond
1555,1390000000,54000000,normal,normal
1556,1330000000,74000000,diamond,diamond
1557,1520000000,52000000,diamond,diamond
1558,1550000000,58000000,diamond,diamond
1559,1880000000,41000000,diamond,diamond
1560,1320000000,77000000,diamond,diamond
1561,1870000000,75000000,vip,vip
1562,1300000000,73000000,diamond,diamond
1563,1500000000,79000000,diamond,diamond
1564,1280000000,35000000,normal,normal
1565,1320000000,56000000,normal,normal
1566,1780000000,71000000,diamond,diamond
1567,1310000000,50000000,normal,diamond
1568,1790000000,40000000,diamond,diamond
1569,1520000000,48000000,normal,normal
1570,1940000000,55000000,diamond,diamond
1571,1860000000,70000000,vip,vip
1572,1280000000,38000000,normal,normal
1573,1430000000,43000000,normal,normal
1574,1930000000,58000000,vip,vip
1575,1700000000,36000000,diamond,diamond
1576,1880000000,51000000,diamond,diamond
1577,2000000000,64000000,vip,vip
1578,1620000000,63000000,diamond,diamond
1579,1240000000,59000000,normal,normal
1580,1940000000,38000000,diamond,diamond
1581,1260000000,56000000,normal,normal
1582,1790000000,46000000,diamond,diamond
1583,1270000000,45000000,normal,normal
1584,1590000000,52000000,diamond,diamond
1585,1330000000,79000000,diamond,diamond
1586,1880000000,72000000,vip,vip
1587,1520000000,60000000,diamond,diamond
1588,1810000000,58000000,diamond,diamond
1589,1780000000,50000000,diamond,diamond
1590,1700000000,50000000,diamond,diamond
1591,1610000000,66000000,diamond,diamond
1592,1750000000,44000000,diamond,diamond
1593,1820000000,53000000,diamond,diamond
1594,1600000000,37000000,normal,normal
1595,1600000000,74000000,diamond,diamond
1596,1440000000,72000000,diamond,diamond
1597,1240000000,63000000,normal,normal
1598,1700000000,51000000,diamond,diamond
1599,1990000000,77000000,vip,vip
1600,1610000000,51000000,diamond,diamond
1601,1710000000,63000000,diamond,diamond
1602,1610000000,61000000,diamond,diamond
1603,1450000000,61000000,diamond,diamond
1604,1720000000,66000000,diamond,diamond
1605,1230000000,42000000,normal,normal
1606,1610000000,55000000,diamond,diamond
1607,1680000000,62000000,diamond,diamond
1608,1540000000,72000000,diamond,diamond
1609,1450000000,37000000,normal,normal
1610,1280000000,47000000,normal,normal
1611,1740000000,66000000,diamond,diamond
1612,1580000000,76000000,diamond,diamond
1613,1270000000,67000000,normal,normal
1614,1510000000,42000000,normal,normal
1615,1630000000,62000000,diamond,diamond
1616,1540000000,62000000,diamond,diamond
1617,1930000000,41000000,diamond,diamond
1618,1560000000,40000000,normal,normal
1619,1330000000,51000000,normal,normal
1620,1350000000,43000000,normal,normal
1621,1780000000,77000000,vip,vip
1622,1730000000,53000000,diamond,diamond
1623,1530000000,37000000,normal,normal
1624,1510000000,36000000,normal,normal
1625,1200000000,42000000,normal,normal
1626,1200000000,57000000,normal,normal
1627,1870000000,35000000,diamond,diamond
1628,1990000000,38000000,diamond,diamond
1629,1620000000,66000000,diamond,diamond
1630,1430000000,50000000,normal,normal
1631,1420000000,39000000,normal,normal
1632,1870000000,50000000,diamond,diamond
1633,1580000000,37000000,normal,normal
1634,1230000000,47000000,normal,normal
1635,1550000000,66000000,diamond,diamond
1636,1590000000,71000000,diamond,diamond
1637,1970000000,67000000,vip,vip
1638,1500000000,70000000,diamond,diamond
1639,1560000000,41000000,normal,normal
1640,1820000000,65000000,diamond,diamond
1641,1590000000,53000000,diamond,diamond
1642,1950000000,54000000,diamond,diamond
1643,1510000000,55000000,diamond,diamond
1644,1500000000,76000000,diamond,diamond
1645,1470000000,59000000,diamond,diamond
1646,1960000000,41000000,diamond,diamond
1647,1930000000,78000000,vip,vip
1648,1590000000,46000000,diamond,diamond
1649,1230000000,51000000,normal,normal
1650,1440000000,41000000,normal,normal
1651,1960000000,76000000,vip,vip
1652,1310000000,53000000,normal,normal
1653,1730000000,41000000,diamond,diamond
1654,1500000000,37000000,normal,normal
1655,1480000000,62000000,diamond,diamond
1656,1960000000,53000000,diamond,diamond
1657,1320000000,69000000,diamond,diamond
1658,1230000000,61000000,normal,normal
1659,1780000000,52000000,diamond,diamond
1660,1360000000,37000000,normal,normal
1661,1510000000,79000000,diamond,diamond
1662,1820000000,54000000,diamond,diamond
1663,1280000000,62000000,normal,normal
1664,1580000000,45000000,diamond,diamond
1665,2000000000,62000000,vip,vip
1666,1570000000,65000000,diamond,diamond
1667,1770000000,42000000,diamond,diamond
1668,1850000000,63000000,diamond,diamond
1669,1640000000,79000000,diamond,diamond
1670,1980000000,57000000,vip,vip
1671,1400000000,42000000,normal,normal
1672,1910000000,58000000,diamond,diamond
1673,1250000000,70000000,normal,normal
1674,1980000000,70000000,vip,vip
1675,1220000000,52000000,normal,normal
1676,1630000000,68000000,diamond,diamond
1677,1230000000,64000000,normal,normal
1678,1650000000,49000000,diamond,diamond
1679,1390000000,77000000,diamond,diamond
1680,1210000000,69000000,normal,normal
1681,1320000000,54000000,normal,normal
1682,1600000000,42000000,diamond,diamond
1683,1370000000,47000000,normal,normal
1684,1360000000,44000000,normal,normal
1685,1940000000,49000000,diamond,diamond
1686,1910000000,44000000,diamond,diamond
1687,1410000000,49000000,normal,normal
1688,1520000000,40000000,normal,normal
1689,1880000000,64000000,vip,vip
1690,1950000000,65000000,vip,vip
1691,1230000000,36000000,normal,normal
1692,1570000000,55000000,diamond,diamond
1693,1760000000,78000000,vip,vip
1694,1790000000,79000000,vip,vip
1695,1980000000,48000000,diamond,diamond
1696,1420000000,75000000,diamond,diamond
1697,1360000000,73000000,diamond,diamond
1698,1790000000,74000000,vip,vip
1699,1200000000,75000000,normal,normal
1700,1690000000,66000000,diamond,diamond
1701,1580000000,60000000,diamond,diamond
1702,1760000000,66000000,diamond,diamond
1703,1720000000,40000000,diamond,diamond
1704,1290000000,48000000,normal,normal
1705,1250000000,67000000,normal,normal
1706,1880000000,77000000,vip,vip
1707,1340000000,48000000,normal,normal
1708,1200000000,50000000,normal,normal
1709,1570000000,54000000,diamond,diamond
1710,1670000000,76000000,diamond,diamond
1711,1220000000,72000000,normal,normal
1712,1730000000,40000000,diamond,diamond
1713,1270000000,53000000,normal,normal
1714,1690000000,73000000,diamond,diamond
1715,1650000000,80000000,diamond,diamond
1716,1330000000,67000000,normal,normal
1717,1610000000,64000000,diamond,diamond
1718,1560000000,47000000,diamond,diamond
1719,1670000000,50000000,diamond,diamond
1720,1940000000,36000000,diamond,diamond
1721,1710000000,49000000,diamond,diamond
1722,1250000000,69000000,normal,normal
1723,1300000000,72000000,diamond,diamond
1724,1780000000,37000000,diamond,diamond
1725,1460000000,50000000,normal,normal
1726,1940000000,37000000,diamond,diamond
1727,1670000000,51000000,diamond,diamond
1728,1330000000,35000000,normal,normal
1729,1860000000,43000000,diamond,diamond
1730,1380000000,48000000,normal,normal
1731,1300000000,57000000,normal,normal
1732,1820000000,79000000,vip,vip
1733,1270000000,38000000,normal,normal
1734,1350000000,36000000,normal,normal
1735,1250000000,40000000,normal,normal
1736,1890000000,45000000,diamond,diamond
1737,1690000000,36000000,diamond,diamond
1738,1910000000,69000000,vip,vip
1739,1580000000,50000000,diamond,diamond
1740,1510000000,54000000,diamond,diamond
1741,1770000000,41000000,diamond,diamond
1742,1400000000,36000000,normal,normal
1743,1870000000,62000000,diamond,diamond
1744,1320000000,78000000,diamond,diamond
1745,1260000000,68000000,normal,normal
1746,1740000000,37000000,diamond,diamond
1747,1920000000,57000000,diamond,diamond
1748,1610000000,51000000,diamond,diamond
1749,1760000000,59000000,diamond,diamond
1750,1330000000,69000000,diamond,diamond
1751,1330000000,49000000,normal,normal
1752,1980000000,58000000,vip,vip
1753,1250000000,57000000,normal,normal
1754,1500000000,72000000,diamond,diamond
1755,1310000000,69000000,normal,normal
1756,1660000000,52000000,diamond,diamond
1757,1480000000,71000000,diamond,diamond
1758,1830000000,36000000,diamond,diamond
1759,1600000000,66000000,diamond,diamond
1760,1920000000,66000000,vip,vip
1761,1330000000,37000000,normal,normal
1762,1740000000,64000000,diamond,diamond
1763,1760000000,37000000,diamond,diamond
1764,1250000000,65000000,normal,normal
1765,1570000000,62000000,diamond,diamond
1766,1820000000,54000000,diamond,diamond
1767,1710000000,67000000,diamond,diamond
1768,1260000000,54000000,normal,normal
1769,1740000000,37000000,diamond,diamond
1770,1230000000,60000000,normal,normal
1771,1320000000,63000000,normal,normal
1772,1320000000,55000000,normal,normal
1773,1360000000,56000000,normal,normal
1774,1680000000,72000000,diamond,diamond
1775,1500000000,52000000,diamond,diamond
1776,1530000000,55000000,diamond,diamond
1777,1840000000,64000000,diamond,diamond
1778,1420000000,37000000,normal,normal
1779,1320000000,67000000,normal,normal
1780,1240000000,68000000,normal,normal
1781,1450000000,38000000,normal,normal
1782,1610000000,72000000,diamond,diamond
1783,1740000000,57000000,diamond,diamond
1784,1250000000,45000000,normal,normal
1785,1860000000,79000000,vip,vip
1786,1940000000,69000000,vip,vip
1787,1360000000,41000000,normal,normal
1788,1740000000,54000000,diamond,diamond
1789,1950000000,60000000,vip,diamond
1790,1320000000,40000000,normal,normal
1791,1850000000,46000000,diamond,diamond
1792,1980000000,35000000,diamond,diamond
1793,1780000000,54000000,diamond,diamond
1794,1360000000,59000000,normal,normal
1795,1760000000,35000000,diamond,diamond
1796,1360000000,46000000,normal,normal
1797,1800000000,72000000,vip,vip
1798,1510000000,75000000,diamond,diamond
1799,1990000000,62000000,vip,vip
1800,1820000000,68000000,diamond,diamond
1801,1880000000,76000000,vip,diamond
1802,1550000000,43000000,normal,normal
1803,1780000000,73000000,vip,vip
1804,1720000000,67000000,diamond,diamond
1805,1590000000,70000000,diamond,diamond
1806,1660000000,60000000,diamond,diamond
1807,1800000000,42000000,diamond,diamond
1808,1650000000,53000000,diamond,diamond
1809,1720000000,65000000,diamond,diamond
1810,1670000000,78000000,diamond,diamond
1811,1530000000,76000000,diamond,diamond
1812,1980000000,54000000,vip,vip
1813,1220000000,73000000,normal,normal
1814,1570000000,60000000,diamond,diamond
1815,1340000000,41000000,normal,normal
1816,1550000000,36000000,normal,normal
1817,1360000000,65000000,diamond,diamond
1818,1710000000,35000000,diamond,diamond
1819,1320000000,46000000,normal,normal
1820,1380000000,44000000,normal,normal
1821,1460000000,44000000,normal,normal
1822,1960000000,49000000,diamond,diamond
1823,1950000000,76000000,vip,vip
1824,1530000000,76000000,diamond,diamond
1825,1680000000,75000000,diamond,diamond
1826,1430000000,80000000,diamond,diamond
1827,1820000000,68000000,diamond,diamond
1828,1880000000,47000000,diamond,diamond
1829,1860000000,73000000,vip,vip
1830,1500000000,78000000,diamond,diamond
1831,1300000000,44000000,normal,normal
1832,1490000000,57000000,diamond,diamond
1833,1530000000,63000000,diamond,diamond
1834,1930000000,38000000,diamond,diamond
1835,1460000000,68000000,diamond,diamond
1836,1720000000,40000000,diamond,diamond
1837,1760000000,67000000,diamond,diamond
1838,1810000000,66000000,diamond,diamond
1839,1900000000,47000000,diamond,diamond
1840,1840000000,62000000,diamond,diamond
1841,1710000000,79000000,diamond,diamond
1842,1890000000,80000000,vip,vip
1843,1720000000,35000000,diamond,diamond
1844,1900000000,51000000,diamond,diamond
1845,1590000000,50000000,diamond,diamond
1846,1940000000,56000000,diamond,diamond
1847,1610000000,57000000,diamond,diamond
1848,1890000000,56000000,diamond,diamond
1849,1320000000,48000000,normal,normal
1850,1930000000,74000000,vip,vip
1851,1470000000,72000000,diamond,diamond
1852,1810000000,40000000,diamond,diamond
1853,1740000000,61000000,diamond,diamond
1854,1270000000,68000000,normal,normal
1855,1590000000,64000000,diamond,diamond
1856,1910000000,76000000,vip,vip
1857,1600000000,56000000,diamond,diamond
1858,1590000000,47000000,diamond,diamond
1859,1970000000,76000000,vip,vip
1860,1390000000,39000000,normal,normal
1861,1640000000,73000000,diamond,diamond
1862,1580000000,78000000,diamond,diamond
1863,1490000000,80000000,diamond,diamond
1864,1690000000,40000000,diamond,diamond
1865,1480000000,55000000,diamond,diamond
1866,1860000000,56000000,diamond,diamond
1867,1710000000,80000000,vip,vip
1868,1500000000,54000000,diamond,diamond
1869,1430000000,36000000,normal,normal
1870,1900000000,79000000,vip,vip
1871,1280000000,37000000,normal,normal
1872,1240000000,63000000,normal,normal
1873,1680000000,36000000,diamond,diamond
1874,1460000000,57000000,diamond,diamond
1875,1280000000,74000000,diamond,diamond
1876,1210000000,52000000,normal,normal
1877,1910000000,39000000,diamond,diamond
1878,1920000000,39000000,diamond,diamond
1879,1240000000,68000000,normal,normal
1880,1520000000,48000000,normal,normal
1881,1520000000,73000000,diamond,diamond
1882,1840000000,64000000,diamond,diamond
1883,1490000000,80000000,diamond,diamond
1884,1960000000,70000000,vip,vip
1885,1350000000,67000000,diamond,diamond
1886,1460000000,59000000,diamond,diamond
1887,1610000000,53000000,diamond,diamond
1888,1310000000,52000000,normal,normal
1889,1300000000,57000000,normal,normal
1890,1890000000,80000000,vip,vip
1891,1570000000,35000000,normal,normal
1892,1270000000,78000000,diamond,diamond
1893,1410000000,36000000,normal,normal
1894,1770000000,72000000,diamond,diamond
1895,1490000000,54000000,diamond,diamond
1896,1490000000,53000000,diamond,diamond
1897,1920000000,49000000,diamond,diamond
1898,1810000000,80000000,vip,vip
1899,1350000000,53000000,normal,normal
1900,1320000000,41000000,normal,normal
1901,1760000000,77000000,vip,vip
1902,1930000000,49000000,diamond,diamond
1903,1950000000,65000000,vip,vip
1904,1940000000,71000000,vip,vip
1905,1570000000,67000000,diamond,diamond
1906,1360000000,80000000,diamond,diamond
1907,1980000000,38000000,diamond,diamond
1908,1510000000,61000000,diamond,diamond
1909,1950000000,65000000,vip,vip
1910,1870000000,46000000,diamond,diamond
1911,1690000000,36000000,diamond,diamond
1912,1420000000,80000000,diamond,diamond
1913,1600000000,54000000,diamond,diamond
1914,1270000000,59000000,normal,normal
1915,1200000000,74000000,normal,normal
1916,1840000000,36000000,diamond,diamond
1917,1220000000,62000000,normal,normal
1918,1480000000,71000000,diamond,diamond
1919,1730000000,49000000,diamond,diamond
1920,1540000000,51000000,diamond,diamond
1921,1310000000,79000000,diamond,diamond
1922,1710000000,68000000,diamond,diamond
1923,1960000000,67000000,vip,vip
1924,1670000000,67000000,diamond,diamond
1925,1780000000,45000000,diamond,diamond
1926,1780000000,76000000,vip,vip
1927,1360000000,79000000,diamond,diamond
1928,1750000000,74000000,diamond,diamond
1929,1930000000,57000000,diamond,diamond
1930,1730000000,80000000,vip,vip
1931,1480000000,70000000,diamond,diamond
1932,1900000000,65000000,vip,vip
1933,1370000000,49000000,normal,normal
1934,1830000000,38000000,diamond,diamond
1935,1340000000,37000000,normal,normal
1936,1200000000,60000000,normal,normal
1937,1900000000,48000000,diamond,diamond
1938,1560000000,72000000,diamond,diamond
1939,1240000000,50000000,normal,diamond
1940,1720000000,56000000,diamond,diamond
1941,1230000000,45000000,normal,normal
1942,1740000000,76000000,diamond,diamond
1943,1250000000,48000000,normal,normal
1944,1600000000,71000000,diamond,diamond
1945,1430000000,42000000,normal,normal
1946,1740000000,80000000,vip,vip
1947,1320000000,71000000,diamond,diamond
1948,1650000000,47000000,diamond,diamond
1949,1800000000,71000000,vip,vip
1950,1730000000,75000000,diamond,diamond
1951,1430000000,40000000,normal,normal
1952,1440000000,79000000,diamond,diamond
1953,1760000000,72000000,diamond,diamond
1954,1780000000,65000000,diamond,diamond
1955,1660000000,58000000,diamond,diamond
1956,1840000000,62000000,diamond,diamond
1957,1270000000,55000000,normal,normal
1958,1260000000,43000000,normal,normal
1959,1570000000,51000000,diamond,diamond
1960,1660000000,36000000,diamond,diamond
1961,1560000000,44000000,normal,normal
1962,1750000000,67000000,diamond,diamond
1963,1310000000,39000000,normal,normal
1964,1940000000,41000000,diamond,diamond
1965,1560000000,40000000,normal,normal
1966,1250000000,58000000,normal,normal
1967,1480000000,64000000,diamond,diamond
1968,1440000000,73000000,diamond,diamond
1969,1330000000,80000000,diamond,diamond
1970,1260000000,59000000,normal,normal
1971,2000000000,51000000,vip,vip
1972,1700000000,62000000,diamond,diamond
1973,1560000000,58000000,diamond,diamond
1974,1290000000,49000000,normal,normal
1975,1540000000,50000000,diamond,diamond
1976,1740000000,64000000,diamond,diamond
1977,1280000000,39000000,normal,normal
1978,1240000000,43000000,normal,normal
1979,1480000000,59000000,diamond,diamond
1980,1290000000,75000000,diamond,diamond
1981,1430000000,65000000,diamond,diamond
1982,1200000000,57000000,normal,normal
1983,1680000000,63000000,diamond,diamond
1984,1630000000,45000000,diamond,diamond
1985,1230000000,36000000,normal,normal
1986,1430000000,46000000,normal,diamond
1987,1920000000,71000000,vip,vip
1988,1640000000,64000000,diamond,diamond
1989,1930000000,55000000,diamond,diamond
1990,1390000000,66000000,diamond,diamond
1991,1570000000,53000000,diamond,diamond
1992,1970000000,72000000,vip,vip
1993,1360000000,65000000,diamond,diamond
1994,1370000000,70000000,diamond,diamond
1995,1920000000,50000000,diamond,diamond
1996,1720000000,65000000,diamond,diamond
1997,1930000000,70000000,vip,vip
1998,1450000000,79000000,diamond,diamond
1999,1320000000,36000000,normal,normal
2000,1820000000,64000000,diamond,diamond
2001,1280000000,61000000,normal,diamond
2002,1810000000,74000000,vip,vip
2003,1220000000,69000000,normal,normal
2004,1680000000,48000000,diamond,diamond
2005,1460000000,35000000,normal,normal
2006,1720000000,49000000,diamond,diamond
2007,1700000000,54000000,diamond,diamond
2008,1350000000,70000000,diamond,diamond
2009,1480000000,64000000,diamond,diamond
2010,1700000000,80000000,diamond,diamond
2011,1650000000,59000000,diamond,diamond
2012,1510000000,39000000,normal,normal
2013,1420000000,64000000,diamond,diamond
2014,1220000000,37000000,normal,normal
2015,1780000000,67000000,diamond,diamond
2016,1790000000,55000000,diamond,diamond
2017,1560000000,64000000,diamond,diamond
2018,1850000000,67000000,vip,vip
2019,1750000000,60000000,diamond,diamond
2020,1220000000,61000000,normal,normal
2021,1400000000,53000000,normal,normal
2022,1870000000,54000000,diamond,diamond
2023,1440000000,40000000,normal,normal
2024,1790000000,55000000,diamond,diamond
2025,1460000000,64000000,diamond,diamond
2026,1680000000,67000000,diamond,diamond
2027,1680000000,40000000,diamond,diamond
2028,1480000000,52000000,normal,normal
2029,1970000000,37000000,diamond,diamond
2030,1580000000,49000000,diamond,diamond
2031,1460000000,70000000,diamond,diamond
2032,1340000000,77000000,diamond,diamond
2033,1280000000,47000000,normal,normal
2034,1290000000,74000000,diamond,diamond
2035,1730000000,74000000,diamond,diamond
2036,1520000000,76000000,diamond,diamond
2037,1950000000,43000000,diamond,diamond
2038,1510000000,40000000,normal,normal
2039,1330000000,53000000,normal,normal
2040,1980000000,49000000,diamond,diamond
2041,1730000000,52000000,diamond,diamond
2042,1610000000,35000000,normal,normal
2043,1670000000,56000000,diamond,diamond
2044,1320000000,58000000,normal,normal
2045,1550000000,58000000,diamond,diamond
2046,1370000000,59000000,normal,normal
2047,1480000000,64000000,diamond,diamond
2048,1340000000,62000000,normal,normal
2049,1770000000,78000000,vip,vip
2050,1520000000,76000000,diamond,diamond
2051,1750000000,48000000,diamond,diamond
2052,1730000000,62000000,diamond,diamond
2053,1910000000,74000000,vip,vip
2054,1480000000,51000000,normal,normal
2055,1900000000,76000000,vip,vip
2056,1320000000,42000000,normal,normal
2057,1720000000,42000000,diamond,diamond
2058,1320000000,43000000,normal,normal
2059,1800000000,46000000,diamond,diamond
2060,1690000000,58000000,diamond,diamond
2061,1450000000,68000000,diamond,diamond
2062,1920000000,72000000,vip,vip
2063,1820000000,37000000,diamond,diamond
2064,1250000000,54000000,normal,normal
2065,1200000000,46000000,normal,normal
2066,1960000000,48000000,diamond,diamond
2067,1620000000,52000000,diamond,diamond
2068,1860000000,76000000,vip,vip
2069,1370000000,49000000,normal,normal
2070,1620000000,61000000,diamond,diamond
2071,1860000000,70000000,vip,vip
2072,1420000000,43000000,normal,normal
2073,1290000000,46000000,normal,normal
2074,1880000000,70000000,vip,vip
2075,1480000000,67000000,diamond,diamond
2076,1670000000,42000000,diamond,diamond
2077,1820000000,44000000,diamond,diamond
2078,1400000000,46000000,normal,normal
2079,1800000000,35000000,diamond,diamond
2080,1230000000,52000000,normal,normal
2081,1750000000,53000000,diamond,diamond
2082,1840000000,54000000,diamond,diamond
2083,1550000000,60000000,diamond,diamond
2084,1280000000,58000000,normal,normal
2085,1860000000,47000000,diamond,diamond
2086,1380000000,79000000,diamond,diamond
2087,1230000000,52000000,normal,normal
2088,1320000000,80000000,diamond,diamond
2089,1720000000,49000000,diamond,diamond
2090,1480000000,45000000,normal,normal
2091,1760000000,61000000,diamond,diamond
2092,1600000000,39000000,normal,normal
2093,1300000000,51000000,normal,normal
2094,1550000000,36000000,normal,normal
2095,1250000000,59000000,normal,normal
2096,1740000000,79000000,vip,vip
2097,1410000000,51000000,normal,normal
2098,1640000000,77000000,diamond,diamond
2099,1360000000,61000000,normal,normal
2100,1490000000,67000000,diamond,diamond
2101,1270000000,62000000,normal,normal
2102,1270000000,71000000,normal,normal
2103,1210000000,35000000,normal,normal
2104,1810000000,66000000,diamond,diamond
2105,1320000000,80000000,diamond,diamond
2106,1960000000,65000000,vip,vip
2107,1550000000,55000000,diamond,diamond
2108,1750000000,72000000,diamond,diamond
2109,1590000000,66000000,diamond,diamond
2110,1270000000,62000000,normal,normal
2111,1770000000,70000000,diamond,diamond
2112,1700000000,46000000,diamond,diamond
2113,1310000000,78000000,diamond,diamond
2114,1890000000,80000000,vip,vip
2115,1980000000,39000000,diamond,diamond
2116,1680000000,42000000,diamond,diamond
2117,1770000000,58000000,diamond,diamond
2118,1840000000,59000000,diamond,diamond
2119,1960000000,68000000,vip,vip
2120,1330000000,76000000,diamond,diamond
2121,1530000000,78000000,diamond,diamond
2122,1820000000,78000000,vip,vip
2123,1770000000,36000000,diamond,diamond
2124,1470000000,55000000,diamond,diamond
2125,1690000000,71000000,diamond,diamond
2126,1250000000,73000000,normal,normal
2127,1520000000,45000000,normal,normal
2128,1800000000,57000000,diamond,diamond
2129,1370000000,53000000,normal,normal
2130,1370000000,45000000,normal,normal
2131,1230000000,46000000,normal,normal
2132,1670000000,56000000,diamond,diamond
2133,1920000000,39000000,diamond,diamond
2134,1930000000,43000000,diamond,diamond
2135,1220000000,50000000,normal,normal
2136,2000000000,35000000,diamond,diamond
2137,1340000000,46000000,normal,normal
2138,1350000000,45000000,normal,normal
2139,1700000000,80000000,diamond,diamond
2140,1700000000,47000000,diamond,diamond
2141,1660000000,79000000,diamond,diamond
2142,1530000000,75000000,diamond,diamond
2143,1410000000,79000000,diamond,diamond
2144,1220000000,63000000,normal,normal
2145,1280000000,37000000,normal,normal
2146,1630000000,50000000,diamond,diamond
2147,1270000000,56000000,normal,normal
2148,1780000000,67000000,diamond,diamond
2149,1580000000,42000000,normal,normal
2150,1690000000,49000000,diamond,diamond
2151,1420000000,49000000,normal,normal
2152,1540000000,46000000,normal,normal
2153,1960000000,70000000,vip,vip
2154,1350000000,59000000,normal,diamond
2155,1310000000,71000000,diamond,diamond
2156,1960000000,73000000,vip,vip
2157,1870000000,72000000,vip,vip
2158,1620000000,53000000,diamond,diamond
2159,1900000000,73000000,vip,vip
2160,1330000000,37000000,normal,normal
2161,1870000000,64000000,vip,vip
2162,1540000000,66000000,diamond,diamond
2163,1780000000,39000000,diamond,diamond
2164,1660000000,43000000,diamond,diamond
2165,1430000000,55000000,normal,normal
2166,1770000000,37000000,diamond,diamond
2167,1820000000,61000000,diamond,diamond
2168,1950000000,52000000,diamond,diamond
2169,1960000000,55000000,vip,vip
2170,1660000000,57000000,diamond,diamond
2171,1610000000,39000000,normal,normal
2172,2000000000,76000000,vip,vip
2173,1620000000,63000000,diamond,diamond
2174,1400000000,64000000,diamond,diamond
2175,1330000000,65000000,normal,normal
2176,1740000000,63000000,diamond,diamond
2177,1270000000,42000000,normal,normal
2178,1460000000,62000000,diamond,diamond
2179,1560000000,43000000,normal,normal
2180,1410000000,58000000,normal,normal
2181,1700000000,62000000,diamond,diamond
