,label,PREDICT,height,weight,,,,,,,,
1517,thin,thin,170,36,,,,,,,,
1518,normal,normal,183,64,,,,,,,,
1519,fat,fat,163,80,,,,,,,,
1520,thin,thin,180,39,,,,,,,,
1521,normal,normal,188,72,,,,,,,,
1522,thin,thin,183,42,,,,,,,,
1523,thin,thin,199,53,,,,,,,,
1524,thin,thin,194,61,,,,,,,,
1525,normal,normal,129,35,,,,,,,,
1526,fat,fat,140,76,,,,,,,,
1527,thin,thin,189,58,,,,,,,,
1528,thin,thin,196,44,,,,,,,,
1529,thin,thin,181,52,,,,,,,,
1530,fat,fat,140,60,,,,,,,,
1531,fat,fat,165,80,,,,,,,,
1532,fat,fat,147,59,,,,,,,,
1533,normal,normal,183,79,,,,,,,,
1534,fat,fat,136,73,,,,,,,,
1535,normal,normal,155,58,,,,,,,,
1536,fat,fat,170,73,,,,,,,,
1537,fat,fat,121,78,,,,,,,,
1538,normal,normal,164,66,,,,,,,,
1539,thin,thin,189,42,,,,,,,,
1540,normal,normal,150,45,,,,,,,,
1541,fat,fat,141,79,,,,,,,,
1542,fat,fat,131,54,,,,,,,,
1543,fat,fat,166,78,,,,,,,,
1544,fat,fat,174,80,,,,,,,,
1545,fat,fat,171,75,,,,,,,,
1546,thin,thin,189,58,,,,,,,,
1547,fat,fat,121,50,,,,,,,,
1548,fat,fat,143,54,,,,,,,,
1549,normal,normal,174,57,,,,,,,,
1550,fat,fat,128,59,,,,,,,,
1551,fat,fat,131,61,,,,,,,,
1552,normal,normal,121,36,,,,,,,,
1553,thin,thin,188,65,,,,,,,,
1554,thin,thin,197,65,,,,,,,,
1555,normal,normal,124,36,,,,,,,,
1556,thin,thin,194,64,,,,,,,,
1557,fat,fat,154,73,,,,,,,,
1558,fat,fat,138,60,,,,,,,,
1559,fat,fat,143,68,,,,,,,,
1560,normal,normal,179,64,,,,,,,,
1561,thin,thin,177,54,,,,,,,,
1562,thin,thin,200,62,,,,,,,,
1563,normal,normal,151,55,,,,,,,,
1564,fat,fat,146,72,,,,,,,,
1565,thin,thin,167,51,,,,,,,,
1566,thin,thin,182,55,,,,,,,,
1567,thin,thin,196,37,,,,,,,,
1568,normal,normal,136,40,,,,,,,,
1569,fat,fat,148,62,,,,,,,,
1570,thin,thin,197,69,,,,,,,,
1571,normal,normal,179,60,,,,,,,,
1572,thin,thin,170,51,,,,,,,,
1573,fat,fat,122,53,,,,,,,,
1574,fat,fat,160,69,,,,,,,,
1575,fat,fat,153,76,,,,,,,,
1576,thin,thin,169,48,,,,,,,,
1577,normal,normal,168,60,,,,,,,,
1578,fat,fat,138,75,,,,,,,,
1579,thin,thin,168,42,,,,,,,,
1580,normal,normal,186,66,,,,,,,,
1581,normal,normal,195,77,,,,,,,,
1582,fat,fat,124,49,,,,,,,,
1583,thin,thin,172,42,,,,,,,,
1584,fat,fat,175,79,,,,,,,,
1585,normal,normal,127,37,,,,,,,,
1586,thin,thin,184,51,,,,,,,,
1587,thin,thin,196,55,,,,,,,,
1588,normal,normal,143,49,,,,,,,,
1589,normal,normal,154,53,,,,,,,,
1590,thin,thin,186,36,,,,,,,,
1591,thin,thin,192,51,,,,,,,,
1592,thin,thin,160,36,,,,,,,,
1593,thin,thin,199,41,,,,,,,,
1594,normal,normal,142,47,,,,,,,,
1595,normal,normal,180,78,,,,,,,,
1596,fat,fat,157,79,,,,,,,,
1597,fat,fat,137,77,,,,,,,,
1598,fat,fat,158,75,,,,,,,,
1599,fat,fat,121,73,,,,,,,,
1600,fat,fat,145,80,,,,,,,,
1601,fat,fat,133,52,,,,,,,,
1602,fat,fat,158,72,,,,,,,,
1603,thin,thin,187,36,,,,,,,,
1604,fat,fat,145,72,,,,,,,,
1605,thin,thin,197,39,,,,,,,,
1606,thin,thin,191,38,,,,,,,,
1607,thin,thin,184,54,,,,,,,,
1608,thin,thin,195,66,,,,,,,,
1609,thin,thin,186,35,,,,,,,,
1610,fat,fat,137,78,,,,,,,,
1611,fat,fat,150,77,,,,,,,,
1612,normal,normal,165,52,,,,,,,,
1613,fat,fat,124,60,,,,,,,,
1614,fat,fat,132,74,,,,,,,,
1615,normal,normal,149,51,,,,,,,,
1616,fat,fat,156,69,,,,,,,,
1617,normal,normal,180,66,,,,,,,,
1618,normal,normal,187,70,,,,,,,,
1619,thin,thin,195,37,,,,,,,,
1620,thin,thin,191,63,,,,,,,,
1621,thin,thin,190,42,,,,,,,,
1622,thin,thin,196,51,,,,,,,,
1623,thin,thin,142,36,,,,,,,,
1624,thin,thin,162,41,,,,,,,,
1625,fat,fat,130,57,,,,,,,,
1626,fat,fat,132,80,,,,,,,,
1627,normal,normal,197,79,,,,,,,,
1628,thin,thin,200,37,,,,,,,,
1629,normal,normal,195,78,,,,,,,,
1630,normal,normal,140,40,,,,,,,,
1631,fat,fat,123,66,,,,,,,,
1632,thin,thin,168,38,,,,,,,,
1633,fat,fat,151,61,,,,,,,,
1634,fat,fat,133,65,,,,,,,,
1635,fat,fat,147,75,,,,,,,,
1636,normal,normal,193,73,,,,,,,,
1637,normal,normal,177,74,,,,,,,,
1638,thin,thin,184,43,,,,,,,,
1639,thin,thin,166,47,,,,,,,,
1640,fat,fat,159,80,,,,,,,,
1641,fat,fat,140,58,,,,,,,,
1642,normal,normal,152,56,,,,,,,,
1643,normal,normal,147,54,,,,,,,,
1644,fat,fat,128,74,,,,,,,,
1645,fat,fat,143,72,,,,,,,,
1646,normal,normal,136,41,,,,,,,,
1647,fat,fat,129,60,,,,,,,,
1648,fat,fat,153,78,,,,,,,,
1649,fat,fat,132,80,,,,,,,,
1650,normal,normal,186,75,,,,,,,,
1651,thin,thin,198,71,,,,,,,,
1652,thin,thin,196,48,,,,,,,,
1653,fat,fat,123,68,,,,,,,,
1654,normal,normal,169,68,,,,,,,,
1655,fat,fat,130,77,,,,,,,,
1656,normal,normal,165,57,,,,,,,,
1657,thin,thin,182,56,,,,,,,,
1658,thin,thin,194,35,,,,,,,,
1659,fat,fat,124,47,,,,,,,,
1660,thin,thin,171,46,,,,,,,,
1661,normal,normal,147,48,,,,,,,,
1662,normal,normal,129,40,,,,,,,,
1663,thin,thin,185,63,,,,,,,,
1664,fat,fat,138,67,,,,,,,,
1665,fat,fat,130,72,,,,,,,,
1666,normal,normal,186,71,,,,,,,,
1667,fat,fat,128,59,,,,,,,,
1668,normal,normal,166,62,,,,,,,,
1669,fat,fat,158,78,,,,,,,,
1670,fat,fat,149,62,,,,,,,,
1671,thin,thin,192,43,,,,,,,,
1672,fat,fat,145,64,,,,,,,,
1673,thin,thin,183,38,,,,,,,,
1674,fat,fat,121,49,,,,,,,,
1675,normal,normal,182,78,,,,,,,,
1676,thin,thin,189,47,,,,,,,,
1677,fat,fat,134,76,,,,,,,,
1678,normal,normal,160,61,,,,,,,,
1679,fat,fat,126,42,,,,,,,,
1680,normal,normal,180,69,,,,,,,,
1681,thin,thin,187,38,,,,,,,,
1682,normal,normal,145,50,,,,,,,,
1683,thin,thin,159,45,,,,,,,,
1684,normal,normal,194,79,,,,,,,,
1685,thin,thin,158,41,,,,,,,,
1686,normal,normal,177,58,,,,,,,,
1687,normal,normal,129,41,,,,,,,,
1688,thin,thin,171,51,,,,,,,,
1689,normal,normal,167,69,,,,,,,,
1690,thin,thin,157,35,,,,,,,,
1691,normal,normal,169,61,,,,,,,,
1692,thin,thin,150,39,,,,,,,,
1693,normal,normal,177,63,,,,,,,,
1694,fat,fat,136,53,,,,,,,,
1695,fat,fat,131,64,,,,,,,,
1696,thin,thin,198,64,,,,,,,,
1697,fat,fat,133,50,,,,,,,,
1698,thin,thin,187,37,,,,,,,,
1699,normal,normal,178,71,,,,,,,,
1700,thin,thin,163,36,,,,,,,,
1701,fat,fat,153,67,,,,,,,,
1702,thin,thin,153,42,,,,,,,,
1703,fat,fat,164,69,,,,,,,,
1704,fat,fat,137,51,,,,,,,,
1705,fat,fat,142,51,,,,,,,,
1706,normal,normal,188,77,,,,,,,,
1707,thin,thin,197,38,,,,,,,,
1708,fat,fat,130,78,,,,,,,,
1709,normal,normal,171,59,,,,,,,,
1710,normal,normal,182,74,,,,,,,,
1711,normal,normal,142,43,,,,,,,,
1712,thin,thin,198,68,,,,,,,,
1713,normal,normal,187,72,,,,,,,,
1714,fat,fat,154,60,,,,,,,,
1715,thin,thin,190,42,,,,,,,,
1716,normal,normal,165,52,,,,,,,,
1717,thin,thin,195,64,,,,,,,,
1718,normal,normal,120,35,,,,,,,,
1719,thin,thin,172,44,,,,,,,,
1720,thin,thin,196,41,,,,,,,,
1721,thin,thin,196,71,,,,,,,,
1722,fat,fat,124,40,,,,,,,,
1723,thin,thin,189,52,,,,,,,,
1724,normal,normal,192,79,,,,,,,,
1725,fat,fat,127,64,,,,,,,,
1726,thin,thin,152,40,,,,,,,,
1727,normal,normal,191,69,,,,,,,,
1728,normal,normal,163,57,,,,,,,,
1729,normal,normal,170,66,,,,,,,,
1730,thin,thin,186,59,,,,,,,,
1731,fat,fat,147,75,,,,,,,,
1732,normal,normal,178,62,,,,,,,,
1733,normal,normal,133,44,,,,,,,,
1734,normal,normal,134,39,,,,,,,,
1735,thin,thin,194,36,,,,,,,,
1736,fat,fat,135,70,,,,,,,,
1737,thin,thin,176,42,,,,,,,,
1738,normal,normal,181,61,,,,,,,,
1739,fat,fat,163,73,,,,,,,,
1740,normal,normal,173,66,,,,,,,,
1741,normal,normal,137,37,,,,,,,,
1742,fat,fat,134,63,,,,,,,,
1743,normal,normal,190,67,,,,,,,,
1744,fat,fat,125,70,,,,,,,,
1745,fat,fat,149,77,,,,,,,,
1746,thin,thin,145,38,,,,,,,,
1747,thin,thin,167,42,,,,,,,,
1748,fat,fat,132,63,,,,,,,,
1749,thin,thin,174,55,,,,,,,,
1750,normal,normal,193,76,,,,,,,,
1751,fat,fat,140,63,,,,,,,,
1752,fat,fat,132,49,,,,,,,,
1753,fat,fat,160,79,,,,,,,,
1754,fat,fat,147,65,,,,,,,,
1755,normal,normal,145,52,,,,,,,,
1756,thin,thin,183,38,,,,,,,,
1757,fat,fat,126,44,,,,,,,,
1758,thin,thin,189,37,,,,,,,,
1759,fat,fat,157,72,,,,,,,,
1760,fat,fat,163,69,,,,,,,,
1761,thin,thin,165,48,,,,,,,,
1762,normal,normal,170,63,,,,,,,,
1763,thin,thin,179,35,,,,,,,,
1764,fat,fat,143,69,,,,,,,,
1765,thin,thin,193,55,,,,,,,,
1766,normal,normal,174,70,,,,,,,,
1767,fat,fat,152,70,,,,,,,,
1768,fat,fat,145,70,,,,,,,,
1769,normal,normal,188,72,,,,,,,,
1770,fat,fat,127,49,,,,,,,,
1771,thin,thin,200,37,,,,,,,,
1772,thin,thin,170,46,,,,,,,,
1773,thin,thin,171,48,,,,,,,,
1774,thin,thin,184,43,,,,,,,,
1775,thin,thin,194,56,,,,,,,,
1776,normal,normal,193,78,,,,,,,,
1777,thin,thin,185,58,,,,,,,,
1778,thin,thin,192,35,,,,,,,,
1779,thin,thin,173,49,,,,,,,,
1780,thin,thin,141,36,,,,,,,,
1781,thin,thin,161,38,,,,,,,,
1782,fat,fat,159,74,,,,,,,,
1783,fat,fat,144,61,,,,,,,,
1784,fat,fat,178,80,,,,,,,,
1785,normal,normal,172,56,,,,,,,,
1786,fat,fat,125,76,,,,,,,,
1787,thin,thin,189,39,,,,,,,,
1788,normal,normal,195,72,,,,,,,,
1789,fat,fat,168,80,,,,,,,,
1790,thin,thin,197,52,,,,,,,,
1791,normal,normal,166,64,,,,,,,,
1792,thin,thin,196,67,,,,,,,,
1793,fat,fat,168,73,,,,,,,,
1794,fat,fat,142,60,,,,,,,,
1795,normal,normal,159,57,,,,,,,,
1796,normal,normal,130,39,,,,,,,,
1797,fat,fat,121,68,,,,,,,,
1798,normal,normal,178,73,,,,,,,,
1799,thin,thin,167,36,,,,,,,,
1800,thin,thin,167,51,,,,,,,,
1801,normal,normal,190,75,,,,,,,,
1802,normal,normal,162,59,,,,,,,,
1803,fat,fat,140,57,,,,,,,,
1804,normal,normal,148,47,,,,,,,,
1805,fat,fat,131,61,,,,,,,,
1806,thin,thin,172,51,,,,,,,,
1807,thin,thin,186,57,,,,,,,,
1808,fat,fat,148,61,,,,,,,,
1809,thin,thin,195,53,,,,,,,,
1810,fat,fat,122,51,,,,,,,,
1811,thin,thin,197,47,,,,,,,,
1812,thin,thin,185,52,,,,,,,,
1813,fat,fat,139,79,,,,,,,,
1814,fat,fat,155,71,,,,,,,,
1815,normal,normal,154,48,,,,,,,,
1816,thin,thin,160,45,,,,,,,,
1817,fat,fat,121,44,,,,,,,,
1818,normal,normal,193,78,,,,,,,,
1819,thin,thin,179,47,,,,,,,,
1820,normal,normal,155,57,,,,,,,,
1821,thin,thin,181,59,,,,,,,,
1822,normal,normal,157,59,,,,,,,,
1823,normal,normal,171,63,,,,,,,,
1824,thin,thin,181,49,,,,,,,,
1825,fat,fat,150,79,,,,,,,,
1826,normal,normal,194,77,,,,,,,,
1827,normal,normal,165,54,,,,,,,,
1828,thin,thin,185,51,,,,,,,,
1829,fat,fat,170,78,,,,,,,,
1830,normal,normal,141,43,,,,,,,,
1831,thin,thin,199,41,,,,,,,,
1832,thin,thin,200,62,,,,,,,,
1833,fat,fat,151,79,,,,,,,,
1834,fat,fat,132,79,,,,,,,,
1835,normal,normal,157,49,,,,,,,,
1836,fat,fat,133,45,,,,,,,,
1837,thin,thin,188,63,,,,,,,,
1838,fat,fat,177,80,,,,,,,,
1839,normal,normal,160,54,,,,,,,,
1840,fat,fat,127,52,,,,,,,,
1841,normal,normal,138,42,,,,,,,,
1842,normal,normal,163,54,,,,,,,,
1843,fat,fat,147,67,,,,,,,,
1844,thin,thin,163,43,,,,,,,,
1845,normal,normal,155,56,,,,,,,,
1846,normal,normal,185,64,,,,,,,,
1847,thin,thin,198,61,,,,,,,,
1848,normal,normal,176,61,,,,,,,,
1849,thin,thin,140,36,,,,,,,,
1850,normal,normal,167,55,,,,,,,,
1851,fat,fat,156,72,,,,,,,,
1852,normal,normal,177,64,,,,,,,,
1853,normal,normal,130,37,,,,,,,,
1854,normal,normal,195,75,,,,,,,,
1855,thin,thin,156,38,,,,,,,,
1856,fat,fat,160,69,,,,,,,,
1857,fat,fat,139,65,,,,,,,,
1858,normal,normal,135,45,,,,,,,,
1859,thin,thin,182,55,,,,,,,,
1860,thin,thin,176,54,,,,,,,,
1861,fat,fat,169,79,,,,,,,,
1862,thin,thin,149,36,,,,,,,,
1863,fat,fat,129,58,,,,,,,,
1864,thin,thin,182,61,,,,,,,,
1865,thin,thin,195,62,,,,,,,,
1866,normal,normal,181,71,,,,,,,,
1867,fat,fat,121,59,,,,,,,,
1868,thin,thin,188,54,,,,,,,,
1869,normal,normal,172,64,,,,,,,,
1870,fat,fat,154,73,,,,,,,,
1871,fat,fat,176,79,,,,,,,,
1872,thin,thin,171,48,,,,,,,,
1873,fat,fat,131,67,,,,,,,,
1874,fat,fat,129,74,,,,,,,,
1875,fat,fat,136,54,,,,,,,,
1876,normal,normal,159,60,,,,,,,,
1877,thin,thin,196,49,,,,,,,,
1878,thin,thin,175,56,,,,,,,,
1879,fat,fat,128,43,,,,,,,,
1880,thin,thin,194,53,,,,,,,,
1881,fat,fat,140,66,,,,,,,,
1882,fat,fat,120,65,,,,,,,,
1883,thin,thin,196,70,,,,,,,,
1884,normal,normal,179,68,,,,,,,,
1885,thin,thin,166,44,,,,,,,,
1886,normal,normal,169,58,,,,,,,,
1887,thin,thin,159,44,,,,,,,,
1888,thin,thin,164,46,,,,,,,,
1889,thin,thin,183,51,,,,,,,,
1890,normal,normal,154,51,,,,,,,,
1891,thin,thin,190,39,,,,,,,,
1892,normal,normal,191,75,,,,,,,,
1893,thin,thin,177,36,,,,,,,,
1894,normal,normal,155,47,,,,,,,,
1895,thin,thin,195,36,,,,,,,,
1896,thin,thin,161,45,,,,,,,,
1897,fat,fat,125,57,,,,,,,,
1898,fat,fat,126,52,,,,,,,,
1899,fat,fat,124,57,,,,,,,,
1900,fat,fat,153,75,,,,,,,,
1901,fat,fat,135,75,,,,,,,,
1902,thin,thin,170,36,,,,,,,,
1903,normal,normal,179,68,,,,,,,,
1904,fat,fat,147,65,,,,,,,,
1905,thin,thin,159,43,,,,,,,,
1906,thin,thin,194,52,,,,,,,,
1907,fat,fat,140,77,,,,,,,,
1908,normal,normal,174,63,,,,,,,,
1909,fat,fat,121,80,,,,,,,,
1910,fat,fat,137,49,,,,,,,,
1911,normal,normal,146,40,,,,,,,,
1912,thin,thin,189,45,,,,,,,,
1913,fat,fat,124,79,,,,,,,,
1914,fat,fat,131,53,,,,,,,,
1915,fat,fat,146,56,,,,,,,,
1916,normal,normal,175,64,,,,,,,,
1917,normal,normal,194,72,,,,,,,,
1918,thin,thin,177,56,,,,,,,,
1919,normal,normal,125,39,,,,,,,,
1920,thin,thin,177,54,,,,,,,,
1921,thin,thin,197,35,,,,,,,,
1922,thin,thin,190,41,,,,,,,,
1923,thin,thin,172,53,,,,,,,,
1924,normal,normal,184,68,,,,,,,,
1925,fat,fat,162,72,,,,,,,,
1926,thin,thin,174,43,,,,,,,,
1927,fat,fat,144,52,,,,,,,,
1928,normal,normal,162,53,,,,,,,,
1929,thin,thin,176,40,,,,,,,,
1930,fat,fat,151,78,,,,,,,,
1931,thin,thin,173,50,,,,,,,,
1932,thin,thin,150,37,,,,,,,,
1933,fat,fat,121,37,,,,,,,,
1934,fat,fat,159,64,,,,,,,,
1935,thin,thin,186,59,,,,,,,,
1936,normal,normal,142,47,,,,,,,,
1937,fat,fat,152,68,,,,,,,,
1938,normal,normal,181,76,,,,,,,,
1939,thin,thin,197,52,,,,,,,,
1940,fat,fat,143,77,,,,,,,,
1941,fat,fat,153,71,,,,,,,,
1942,thin,thin,174,54,,,,,,,,
1943,fat,fat,136,74,,,,,,,,
1944,thin,thin,184,56,,,,,,,,
1945,fat,fat,150,70,,,,,,,,
1946,normal,normal,166,53,,,,,,,,
1947,fat,fat,167,71,,,,,,,,
1948,thin,thin,199,66,,,,,,,,
1949,normal,normal,184,66,,,,,,,,
1950,normal,normal,195,72,,,,,,,,
1951,thin,thin,193,41,,,,,,,,
1952,normal,normal,193,76,,,,,,,,
1953,fat,fat,145,64,,,,,,,,
1954,normal,normal,191,70,,,,,,,,
1955,fat,fat,160,74,,,,,,,,
1956,fat,fat,169,74,,,,,,,,
1957,fat,fat,127,60,,,,,,,,
1958,normal,normal,185,73,,,,,,,,
1959,fat,fat,124,78,,,,,,,,
1960,normal,normal,145,39,,,,,,,,
1961,fat,fat,162,70,,,,,,,,
1962,fat,fat,125,55,,,,,,,,
1963,fat,fat,134,73,,,,,,,,
1964,normal,normal,166,52,,,,,,,,
1965,normal,normal,147,49,,,,,,,,
1966,normal,normal,190,72,,,,,,,,
1967,normal,normal,165,52,,,,,,,,
1968,normal,normal,165,58,,,,,,,,
1969,fat,fat,143,54,,,,,,,,
1970,thin,thin,189,50,,,,,,,,
1971,fat,fat,146,60,,,,,,,,
1972,normal,normal,154,58,,,,,,,,
1973,fat,fat,151,60,,,,,,,,
1974,thin,thin,196,58,,,,,,,,
1975,normal,normal,147,53,,,,,,,,
1976,thin,thin,200,59,,,,,,,,
1977,fat,fat,146,59,,,,,,,,
1978,fat,fat,144,74,,,,,,,,
1979,thin,thin,142,37,,,,,,,,
1980,thin,thin,165,48,,,,,,,,
1981,fat,fat,120,47,,,,,,,,
1982,normal,normal,180,69,,,,,,,,
1983,fat,fat,136,72,,,,,,,,
1984,normal,normal,179,80,,,,,,,,
1985,fat,fat,141,69,,,,,,,,
1986,thin,thin,194,52,,,,,,,,
1987,thin,thin,184,36,,,,,,,,
1988,fat,fat,143,55,,,,,,,,
1989,normal,normal,142,41,,,,,,,,
1990,fat,fat,127,61,,,,,,,,
1991,thin,thin,170,53,,,,,,,,
1992,thin,thin,200,37,,,,,,,,
1993,thin,thin,200,47,,,,,,,,
1994,fat,fat,158,71,,,,,,,,
1995,thin,thin,171,49,,,,,,,,
1996,thin,thin,188,51,,,,,,,,
1997,fat,fat,159,75,,,,,,,,
1998,fat,fat,143,60,,,,,,,,
1999,fat,fat,159,66,,,,,,,,
2000,fat,fat,140,60,,,,,,,,
2001,normal,normal,149,52,,,,,,,,
2002,thin,thin,176,52,,,,,,,,
2003,thin,thin,193,38,,,,,,,,
2004,fat,fat,157,64,,,,,,,,
2005,fat,fat,143,80,,,,,,,,
2006,fat,fat,157,78,,,,,,,,
2007,normal,normal,180,74,,,,,,,,
2008,normal,normal,140,38,,,,,,,,
2009,fat,fat,156,75,,,,,,,,
2010,fat,fat,142,75,,,,,,,,
2011,normal,normal,184,73,,,,,,,,
2012,fat,fat,148,72,,,,,,,,
2013,fat,fat,124,59,,,,,,,,
2014,fat,fat,124,58,,,,,,,,
2015,thin,thin,148,38,,,,,,,,
2016,normal,normal,167,60,,,,,,,,
2017,normal,normal,181,72,,,,,,,,
2018,normal,normal,185,66,,,,,,,,
2019,thin,thin,199,49,,,,,,,,
2020,normal,normal,162,62,,,,,,,,
2021,thin,thin,192,60,,,,,,,,
2022,thin,thin,173,41,,,,,,,,
2023,thin,thin,191,50,,,,,,,,
2024,fat,fat,164,79,,,,,,,,
2025,thin,thin,181,52,,,,,,,,
2026,thin,thin,172,40,,,,,,,,
2027,fat,fat,156,61,,,,,,,,
2028,fat,fat,130,77,,,,,,,,
2029,fat,fat,161,78,,,,,,,,
2030,normal,normal,187,78,,,,,,,,
2031,fat,fat,139,79,,,,,,,,
2032,thin,thin,192,56,,,,,,,,
2033,thin,thin,185,45,,,,,,,,
2034,normal,normal,162,53,,,,,,,,
2035,fat,fat,160,66,,,,,,,,
2036,normal,normal,141,48,,,,,,,,
2037,thin,thin,182,61,,,,,,,,
2038,thin,thin,164,36,,,,,,,,
2039,normal,normal,178,61,,,,,,,,
2040,fat,fat,140,80,,,,,,,,
2041,fat,fat,136,64,,,,,,,,
2042,normal,normal,168,56,,,,,,,,
2043,normal,normal,197,80,,,,,,,,
2044,thin,thin,189,48,,,,,,,,
2045,normal,normal,175,71,,,,,,,,
2046,normal,normal,189,69,,,,,,,,
2047,normal,normal,147,44,,,,,,,,
2048,normal,normal,191,73,,,,,,,,
2049,normal,normal,136,41,,,,,,,,
2050,thin,thin,199,59,,,,,,,,
2051,thin,thin,184,49,,,,,,,,
2052,thin,thin,187,62,,,,,,,,
2053,normal,normal,151,48,,,,,,,,
2054,fat,fat,134,54,,,,,,,,
2055,thin,thin,168,51,,,,,,,,
2056,fat,fat,163,72,,,,,,,,
2057,normal,normal,176,58,,,,,,,,
2058,thin,thin,186,42,,,,,,,,
2059,thin,thin,190,63,,,,,,,,
2060,fat,fat,120,70,,,,,,,,
2061,fat,fat,159,70,,,,,,,,
2062,thin,thin,197,61,,,,,,,,
2063,normal,normal,155,47,,,,,,,,
2064,thin,thin,168,44,,,,,,,,
2065,fat,fat,164,79,,,,,,,,
2066,fat,fat,138,78,,,,,,,,
2067,thin,thin,176,45,,,,,,,,
2068,thin,thin,158,40,,,,,,,,
2069,fat,fat,131,78,,,,,,,,
2070,normal,normal,127,40,,,,,,,,
2071,thin,thin,181,46,,,,,,,,
2072,normal,normal,151,44,,,,,,,,
2073,fat,fat,149,70,,,,,,,,
2074,thin,thin,165,35,,,,,,,,
2075,fat,fat,130,78,,,,,,,,
2076,thin,thin,192,57,,,,,,,,
2077,normal,normal,181,65,,,,,,,,
2078,normal,normal,120,35,,,,,,,,
2079,normal,normal,158,57,,,,,,,,
2080,thin,thin,194,45,,,,,,,,
2081,fat,fat,153,59,,,,,,,,
2082,thin,thin,168,37,,,,,,,,
2083,normal,normal,143,39,,,,,,,,
2084,fat,fat,125,45,,,,,,,,
2085,thin,thin,169,43,,,,,,,,
2086,normal,normal,199,74,,,,,,,,
2087,fat,fat,127,61,,,,,,,,
2088,thin,thin,180,44,,,,,,,,
2089,thin,thin,179,39,,,,,,,,
2090,normal,normal,155,49,,,,,,,,
2091,thin,thin,155,40,,,,,,,,
2092,fat,fat,141,80,,,,,,,,
2093,thin,thin,170,44,,,,,,,,
2094,thin,thin,193,57,,,,,,,,
2095,normal,normal,163,53,,,,,,,,
2096,fat,fat,124,63,,,,,,,,
2097,fat,fat,146,77,,,,,,,,
2098,fat,fat,121,59,,,,,,,,
2099,normal,normal,188,70,,,,,,,,
2100,thin,thin,200,36,,,,,,,,
2101,thin,thin,173,45,,,,,,,,
2102,fat,fat,144,65,,,,,,,,
2103,fat,fat,156,64,,,,,,,,
2104,thin,thin,167,36,,,,,,,,
2105,normal,normal,138,37,,,,,,,,
2106,fat,fat,128,72,,,,,,,,
2107,normal,normal,126,35,,,,,,,,
2108,thin,thin,167,36,,,,,,,,
2109,fat,fat,140,70,,,,,,,,
2110,normal,normal,188,79,,,,,,,,
2111,normal,normal,129,37,,,,,,,,
2112,fat,fat,122,62,,,,,,,,
2113,normal,normal,178,70,,,,,,,,
2114,fat,fat,135,71,,,,,,,,
2115,thin,thin,200,72,,,,,,,,
2116,fat,fat,132,79,,,,,,,,
2117,normal,normal,137,40,,,,,,,,
2118,normal,normal,182,70,,,,,,,,
2119,thin,thin,158,39,,,,,,,,
2120,fat,fat,164,75,,,,,,,,
2121,normal,normal,139,48,,,,,,,,
2122,fat,fat,154,71,,,,,,,,
2123,normal,normal,169,53,,,,,,,,
2124,fat,fat,132,62,,,,,,,,
2125,normal,normal,165,63,,,,,,,,
2126,thin,thin,197,71,,,,,,,,
2127,fat,fat,145,60,,,,,,,,
2128,fat,fat,127,55,,,,,,,,
2129,normal,normal,191,76,,,,,,,,
2130,normal,normal,176,77,,,,,,,,
2131,normal,normal,137,36,,,,,,,,
2132,normal,normal,135,44,,,,,,,,
2133,thin,thin,193,56,,,,,,,,
2134,fat,fat,140,68,,,,,,,,
2135,fat,fat,132,75,,,,,,,,
2136,normal,normal,183,73,,,,,,,,
2137,thin,thin,171,52,,,,,,,,
2138,fat,fat,164,76,,,,,,,,
2139,fat,fat,130,72,,,,,,,,
2140,thin,thin,168,49,,,,,,,,
2141,fat,fat,169,77,,,,,,,,
2142,normal,normal,178,69,,,,,,,,
2143,thin,thin,153,39,,,,,,,,
2144,normal,normal,139,41,,,,,,,,
2145,normal,normal,183,75,,,,,,,,
2146,fat,fat,141,56,,,,,,,,
2147,fat,fat,136,75,,,,,,,,
2148,fat,fat,121,79,,,,,,,,
2149,normal,normal,166,54,,,,,,,,
2150,thin,thin,167,48,,,,,,,,
2151,normal,normal,128,38,,,,,,,,
2152,fat,fat,127,42,,,,,,,,
2153,normal,normal,174,64,,,,,,,,
2154,thin,thin,157,39,,,,,,,,
2155,thin,thin,165,46,,,,,,,,
2156,fat,fat,140,62,,,,,,,,
2157,normal,normal,164,57,,,,,,,,
2158,thin,thin,171,46,,,,,,,,
2159,normal,normal,156,54,,,,,,,,
2160,thin,thin,179,49,,,,,,,,
2161,fat,fat,120,51,,,,,,,,
2162,fat,fat,140,71,,,,,,,,
2163,fat,fat,137,51,,,,,,,,
2164,fat,fat,126,51,,,,,,,,
2165,thin,thin,169,50,,,,,,,,
2166,normal,normal,133,38,,,,,,,,
2167,normal,normal,184,79,,,,,,,,
2168,fat,fat,164,76,,,,,,,,
2169,fat,fat,138,57,,,,,,,,
2170,thin,thin,188,61,,,,,,,,
2171,normal,normal,194,79,,,,,,,,
2172,fat,fat,136,64,,,,,,,,
2173,normal,normal,150,56,,,,,,,,
2174,fat,fat,161,69,,,,,,,,
2175,normal,normal,148,45,,,,,,,,
2176,normal,normal,167,68,,,,,,,,
2177,fat,fat,142,54,,,,,,,,
2178,normal,normal,165,62,,,,,,,,
2179,thin,thin,181,37,,,,,,,,
2180,thin,thin,180,35,,,,,,,,
2181,normal,normal,171,72,,,,,,,,
